produkt_id,handle,titel,variante_id,alter_preis,neuer_preis,einkauf,marge_vorher,entscheid
15497426043265,kreatives-massivholz-sisal-katzen-spielzeug-563584,"Kreatives Massivholz Sisal Katzen-Spielzeug",56099712926081,39.90,54.90,27.90,22.3,gesetzt
15497426239873,sisal-flying-fish-kratzbaum-fur-katzen-270336,"Sisal Flying Fish Kratzbaum für Katzen",56099714367873,64.90,84.90,45.96,21.3,gesetzt
15497436496257,katzenhalskette-mit-perlen-962496,"Katzenhalskette mit Perlen",56099798647169,16.90,19.90,9.74,36.0,gesetzt
15497437053313,maus-spielzeug-mit-sound-und-licht-fur-katzen-785472,"Maus-Spielzeug mit Sound und Licht für Katzen",56099805823361,34.90,44.90,24.56,21.8,gesetzt
15497437151617,elektrisches-schmetterling-katzen-puzzle-945728,"Elektrisches Schmetterling Katzen-Puzzle",56099807691137,18.90,24.90,12.70,25.3,gesetzt
15497437544833,sonnenhut-fur-hunde-und-katzen-085632,"Sonnenhut für Hunde und Katzen",56099814310273,16.90,24.90,11.59,23.8,gesetzt
15497438265729,elektrisches-katzenspielzeug-mit-feder-795904,"Elektrisches Katzenspielzeug mit Feder",56099820437889,24.90,29.90,13.96,37.7,gesetzt
15497448063361,katzenhalsband-schal-festliche-pompons-glocke-726592,"Katzenhalsband Schal – Festliche Pompons & Glocke",56099888136577,15.90,19.90,9.77,31.7,gesetzt
15497448391041,anti-biss-halskrause-fur-hunde-und-katzen-032576,"Anti-Biss Halskrause für Hunde und Katzen",56099888464257,19.90,24.90,13.59,24.1,gesetzt
15497448948097,fashion-waffle-katzengeschirr-mit-leine-622700,"Fashion Waffle Katzengeschirr mit Leine",56099889021313,15.90,19.90,8.99,37.2,gesetzt
15497453109633,tofu-katzenstreu-mit-milchduft-702656,"Tofu-Katzenstreu mit Milchduft",56099928473985,39.90,54.90,27.86,22.4,gesetzt
15497455468929,katzenhalsband-mit-fliege-745152,"Katzenhalsband mit Fliege",56099947118977,15.90,19.90,9.17,35.9,gesetzt
